galaxies.right_galaxy.bulge.ell_comps.ell_comps_0,galaxies.right_galaxy.bulge.ell_comps.ell_comps_1,galaxies.right_galaxy.bulge.effective_radius,    log_likelihood,            log_prior,     log_posterior,                 weight
                              -0.2226624797022224,                              0.18281812255534363,                            6.58464263958647, 44698.39105401938,   0.1106685992467977, 44698.50172261863, 1.8969420819606806e-65
                              -0.3378500260720476,                             -0.05947508916372661,                          13.662549663016607,44502.490174122664, -0.08199184823160899,44502.408182274434,1.5826428932871171e-150
                            -0.034131031038986445,                              -0.0139402159694539,                           4.225410970180491, 44712.40798773115,   0.5642340931398198, 44712.97222182429, 2.3202299865672183e-59
                             -0.05479719151160621,                              0.13148691960093767,                          29.286661202812066, 44463.55424245879,   0.4590547302362429, 44464.01329718903,1.9485998400054473e-167
                              0.17833005760750978,                           -0.0014543500005472518,                           7.343901706480903,44627.897163130634,  0.39509816158891664, 44628.29226129222,  4.601996141473683e-96
                               0.2622008750486941,                              0.10311660684934389,                          13.123156809107929,44556.605813246875,  0.13077255656557657, 44556.73658580344, 5.029286636194688e-127
                              -0.3571926177013048,                              -0.7005344615791258,                           9.591008568262849,44459.553304421876,  -2.8634094685224407, 44456.68989495335, 3.565638830750451e-169
                             -0.07297012528245943,                             -0.26757731206707586,                          3.6218692511289574, 44627.78594075005,   0.1444396474969316, 44627.93038039755,  4.117588895785883e-96
                             -0.16861534075111653,                               0.1487807164124199,                          12.302306929218682, 44572.39233306967,  0.29085866085232664,44572.683191730524,3.6099803317494796e-120
                               0.5378242232245947,                             -0.22145133632659939,                           16.68685847041139, 44467.50966968575,  -1.3076344210097137, 44466.20203526474,1.0175198277462996e-165
                             0.015231655473454888,                               0.4869124646352144,                           7.269578077317787,44846.292943089305,  -0.7466353215520786,44845.546307767756,    0.32436079575860993
                               0.5167962218069688,                              0.09538949593120596,                          3.6745339272922504, 44688.02137536331,  -0.9625338730096694,44687.058841490296,  5.950587582214571e-70
                              0.21391409166217473,                              0.12088521181036578,                          10.769676833813534, 44597.62321789058,    0.236382892334092, 44597.85960078291,3.2744539489262166e-109
                              -0.3232994830068838,                             -0.04877096328604389,                           4.678254396477252, 44646.50345726279,-0.022109827256334258, 44646.48134743553,    5.5406041179358e-88
